Date,Description,Category,Amount
2022-05-10,"Transaction 8785","Cable TV",-27.68
2023-09-07,"Transaction 8786","Dental Care",-11.50
2023-02-01,"Transaction 8787",Income,774.96
2023-09-09,"Transaction 8788","Auto Loan",-17.04
2023-12-06,"Transaction 8789","Cable TV",-42.05
2023-12-25,"Transaction 8790","Dental Care",-21.42
2022-11-24,"Transaction 8791","Coffee Shops",-17.33
2022-05-24,"Transaction 8792","Cable TV",-27.78
2022-09-23,"Transaction 8793","Auto Loan",-28.25
2022-05-20,"Transaction 8794",Entertainment,-29.46
2023-05-15,"Transaction 8795",Groceries,-46.38
2023-11-03,"Transaction 8796","Coffee Shops",-36.65
2023-11-05,"Transaction 8797",Groceries,-11.87
2023-08-24,"Transaction 8798","Dental Care",-45.59
2023-06-26,"Transaction 8799","Cable TV",-32.26
2023-07-24,"Transaction 8800","Cable TV",-38.85
2022-11-11,"Transaction 8801","Coffee Shops",-44.49
2023-05-08,"Transaction 8802","Cable TV",-42.69
2023-08-28,"Transaction 8803","Auto Loan",-22.29
2022-03-19,"Transaction 8804",Daycare,-33.56
2024-01-11,"Transaction 8805",Income,898.91
2022-12-29,"Transaction 8806",Daycare,-26.24
2022-09-29,"Transaction 8807","Cable TV",-10.20
2023-09-13,"Transaction 8808",Daycare,-38.09
2024-01-24,"Transaction 8809",Groceries,-10.90
2023-02-11,"Transaction 8810","Auto Loan",-16.27
2024-01-14,"Transaction 8811",Daycare,-17.34
2024-02-02,"Transaction 8812",Entertainment,-44.67
2023-01-17,"Transaction 8813",Daycare,-30.90
2022-12-29,"Transaction 8814",Entertainment,-32.11
2023-06-24,"Transaction 8815","Dental Care",-24.72
2022-03-07,"Transaction 8816","Auto Loan",-32.74
2022-01-25,"Transaction 8817","Coffee Shops",-30.17
2022-10-20,"Transaction 8818","Coffee Shops",-20.07
2023-07-26,"Transaction 8819",Income,497.43
2023-09-28,"Transaction 8820",Income,265.38
2022-03-01,"Transaction 8821",Daycare,-45.83
2022-08-18,"Transaction 8822","Cable TV",-46.40
2023-06-29,"Transaction 8823",Entertainment,-11.14
2022-01-04,"Transaction 8824","Dental Care",-13.77
2022-02-18,"Transaction 8825","Dental Care",-17.08
2023-07-28,"Transaction 8826","Coffee Shops",-15.07
2023-04-08,"Transaction 8827",Income,978.98
2022-04-22,"Transaction 8828",Entertainment,-36.81
2023-08-18,"Transaction 8829","Dental Care",-41.16
2023-12-12,"Transaction 8830","Auto Loan",-43.23
2023-06-16,"Transaction 8831",Income,314.03
2023-04-21,"Transaction 8832","Auto Loan",-49.61
2022-03-04,"Transaction 8833",Income,611.90
2022-06-16,"Transaction 8834",Daycare,-46.66
2022-01-13,"Transaction 8835",Income,330.50
2023-09-09,"Transaction 8836","Dental Care",-22.32
2022-10-17,"Transaction 8837","Coffee Shops",-29.79
2022-09-01,"Transaction 8838",Groceries,-43.42
2022-11-05,"Transaction 8839",Income,245.58
2022-04-10,"Transaction 8840","Cable TV",-33.28
2022-10-23,"Transaction 8841","Auto Loan",-15.07
2022-04-16,"Transaction 8842","Cable TV",-38.41
2024-01-25,"Transaction 8843",Groceries,-24.98
2022-07-15,"Transaction 8844","Dental Care",-32.67
2022-06-09,"Transaction 8845",Entertainment,-11.88
2023-07-30,"Transaction 8846",Daycare,-10.39
2022-08-07,"Transaction 8847","Coffee Shops",-40.70
2023-03-03,"Transaction 8848","Coffee Shops",-24.90
2023-12-26,"Transaction 8849",Entertainment,-47.08
2023-02-17,"Transaction 8850","Coffee Shops",-35.80
2024-01-29,"Transaction 8851",Groceries,-41.02
2022-08-02,"Transaction 8852",Entertainment,-29.31
2024-02-20,"Transaction 8853",Groceries,-41.41
2024-01-16,"Transaction 8854",Groceries,-47.18
2023-05-10,"Transaction 8855","Cable TV",-38.53
2023-08-05,"Transaction 8856","Cable TV",-40.02
2024-01-22,"Transaction 8857","Dental Care",-20.65
2022-10-07,"Transaction 8858",Daycare,-38.65
2023-06-19,"Transaction 8859","Cable TV",-48.95
2023-10-20,"Transaction 8860",Daycare,-10.05
2023-09-21,"Transaction 8861",Entertainment,-30.05
2024-01-28,"Transaction 8862","Dental Care",-33.04
2022-05-10,"Transaction 8863","Cable TV",-32.86
2023-07-16,"Transaction 8864",Groceries,-49.51
2022-05-26,"Transaction 8865","Dental Care",-35.44
2023-06-28,"Transaction 8866","Cable TV",-41.07
2023-11-20,"Transaction 8867","Dental Care",-39.76
2022-08-15,"Transaction 8868","Dental Care",-18.35
2024-01-12,"Transaction 8869","Dental Care",-39.54
2024-01-12,"Transaction 8870",Daycare,-46.44
2023-05-04,"Transaction 8871","Coffee Shops",-20.35
2023-05-31,"Transaction 8872",Entertainment,-12.05
2022-09-29,"Transaction 8873",Income,516.24
2023-04-17,"Transaction 8874","Auto Loan",-31.02
2023-12-04,"Transaction 8875",Groceries,-46.46
2022-06-14,"Transaction 8876","Dental Care",-39.63
2022-08-26,"Transaction 8877",Income,822.00
2023-09-02,"Transaction 8878","Cable TV",-35.06
2022-07-13,"Transaction 8879","Cable TV",-40.61
2023-02-16,"Transaction 8880","Coffee Shops",-14.25
2023-05-25,"Transaction 8881","Coffee Shops",-43.23
2024-01-01,"Transaction 8882","Dental Care",-48.12
2022-02-11,"Transaction 8883",Income,598.23
2024-02-06,"Transaction 8884","Auto Loan",-17.96
2022-03-09,"Transaction 8885","Dental Care",-30.59
2022-09-20,"Transaction 8886","Cable TV",-46.58
2022-02-07,"Transaction 8887",Groceries,-49.87
2024-01-01,"Transaction 8888","Coffee Shops",-30.47
2022-12-31,"Transaction 8889",Income,621.69
2023-02-08,"Transaction 8890","Cable TV",-35.83
2022-07-17,"Transaction 8891","Cable TV",-46.75
2022-12-17,"Transaction 8892",Income,330.25
2022-01-08,"Transaction 8893",Income,583.80
2022-03-30,"Transaction 8894",Groceries,-39.39
2023-07-15,"Transaction 8895",Groceries,-23.95
2022-12-07,"Transaction 8896","Coffee Shops",-17.53
2022-02-12,"Transaction 8897",Daycare,-17.05
2024-01-06,"Transaction 8898","Auto Loan",-18.68
2023-12-30,"Transaction 8899","Auto Loan",-48.73
2024-02-13,"Transaction 8900",Groceries,-34.05
2022-08-31,"Transaction 8901","Cable TV",-14.29
2023-12-04,"Transaction 8902",Entertainment,-10.54
2022-10-18,"Transaction 8903",Entertainment,-33.75
2023-01-07,"Transaction 8904",Income,945.32
2024-01-23,"Transaction 8905",Income,821.52
2022-08-21,"Transaction 8906",Groceries,-47.89
2022-11-19,"Transaction 8907","Dental Care",-42.42
2022-10-19,"Transaction 8908","Coffee Shops",-17.43
2023-06-23,"Transaction 8909","Cable TV",-20.75
2024-01-06,"Transaction 8910",Groceries,-14.62
2023-01-04,"Transaction 8911","Dental Care",-43.13
2023-08-11,"Transaction 8912","Dental Care",-17.44
2023-08-21,"Transaction 8913",Daycare,-14.33
2023-03-14,"Transaction 8914",Daycare,-49.02
2022-11-12,"Transaction 8915","Auto Loan",-12.37
2022-08-14,"Transaction 8916",Groceries,-46.98
2022-09-11,"Transaction 8917",Daycare,-34.96
2022-01-09,"Transaction 8918",Groceries,-13.84
2022-12-20,"Transaction 8919",Daycare,-21.74
2023-04-06,"Transaction 8920","Auto Loan",-36.34
2023-03-09,"Transaction 8921","Cable TV",-44.20
2022-07-27,"Transaction 8922","Cable TV",-30.86
2022-11-12,"Transaction 8923",Entertainment,-45.83
2023-06-20,"Transaction 8924","Dental Care",-14.93
2023-12-25,"Transaction 8925","Coffee Shops",-32.47
2023-02-26,"Transaction 8926","Coffee Shops",-22.85
2023-08-28,"Transaction 8927",Entertainment,-28.15
2022-03-08,"Transaction 8928",Daycare,-34.76
2022-04-06,"Transaction 8929",Entertainment,-18.54
2023-07-03,"Transaction 8930","Dental Care",-24.78
2022-12-18,"Transaction 8931",Daycare,-20.17
2023-03-02,"Transaction 8932",Entertainment,-31.47
2023-04-12,"Transaction 8933","Coffee Shops",-39.16
2023-02-13,"Transaction 8934","Cable TV",-47.47
2023-06-29,"Transaction 8935",Income,914.28
2023-02-22,"Transaction 8936",Daycare,-14.43
2023-01-01,"Transaction 8937","Auto Loan",-35.33
2024-02-03,"Transaction 8938",Groceries,-37.72
2023-07-04,"Transaction 8939","Auto Loan",-18.07
2023-12-20,"Transaction 8940",Income,821.02
2023-10-23,"Transaction 8941","Dental Care",-39.90
2023-05-29,"Transaction 8942",Groceries,-42.33
2023-09-07,"Transaction 8943",Entertainment,-43.03
2022-08-16,"Transaction 8944","Dental Care",-49.13
2024-02-25,"Transaction 8945",Daycare,-36.64
2022-02-16,"Transaction 8946","Auto Loan",-35.08
2023-12-09,"Transaction 8947",Groceries,-29.39
2022-08-27,"Transaction 8948","Dental Care",-41.28
2022-12-31,"Transaction 8949","Coffee Shops",-46.26
2022-10-25,"Transaction 8950",Income,227.58
2023-07-31,"Transaction 8951","Cable TV",-44.27
2023-01-28,"Transaction 8952","Dental Care",-10.95
2022-04-09,"Transaction 8953","Coffee Shops",-30.15
2023-04-05,"Transaction 8954","Cable TV",-46.19
2023-07-13,"Transaction 8955",Groceries,-47.05
2022-02-26,"Transaction 8956","Dental Care",-17.87
2023-08-14,"Transaction 8957",Income,341.21
2023-04-29,"Transaction 8958",Groceries,-37.01
2023-10-28,"Transaction 8959",Entertainment,-38.81
2023-10-02,"Transaction 8960","Cable TV",-44.16
2023-12-29,"Transaction 8961","Cable TV",-45.20
2023-09-03,"Transaction 8962","Auto Loan",-25.28
2022-06-20,"Transaction 8963",Daycare,-21.00
2022-04-04,"Transaction 8964",Entertainment,-21.79
2023-09-06,"Transaction 8965",Daycare,-41.50
2024-01-31,"Transaction 8966","Cable TV",-47.84
2022-08-27,"Transaction 8967","Coffee Shops",-16.53
2022-01-27,"Transaction 8968",Entertainment,-47.76
2022-08-23,"Transaction 8969","Dental Care",-43.42
2023-04-22,"Transaction 8970",Groceries,-17.54
2023-06-19,"Transaction 8971",Entertainment,-10.57
2022-11-23,"Transaction 8972",Entertainment,-33.32
2023-10-15,"Transaction 8973",Income,872.22
2023-07-31,"Transaction 8974",Groceries,-46.30
2022-10-18,"Transaction 8975","Auto Loan",-21.68
2022-06-29,"Transaction 8976",Income,307.86
2022-11-22,"Transaction 8977","Cable TV",-42.74
2023-09-07,"Transaction 8978",Groceries,-14.29
2022-05-07,"Transaction 8979","Auto Loan",-26.49
2023-06-27,"Transaction 8980","Cable TV",-14.58
2022-05-07,"Transaction 8981","Auto Loan",-15.92
2023-06-29,"Transaction 8982","Dental Care",-19.82
2022-03-07,"Transaction 8983",Income,616.93
2022-11-01,"Transaction 8984","Auto Loan",-11.76
2023-11-11,"Transaction 8985","Coffee Shops",-49.94
2022-05-16,"Transaction 8986","Coffee Shops",-39.43
2023-05-03,"Transaction 8987","Dental Care",-38.52
2022-12-23,"Transaction 8988",Groceries,-29.58
2022-06-13,"Transaction 8989","Dental Care",-21.71
2022-11-27,"Transaction 8990","Cable TV",-36.86
2022-07-09,"Transaction 8991",Entertainment,-15.23
2022-05-26,"Transaction 8992","Dental Care",-20.96
2023-04-28,"Transaction 8993",Groceries,-43.02
2022-11-04,"Transaction 8994","Cable TV",-48.14
2023-07-09,"Transaction 8995","Cable TV",-30.17
2023-03-27,"Transaction 8996",Groceries,-47.58
2022-02-23,"Transaction 8997","Cable TV",-30.02
2023-05-31,"Transaction 8998","Auto Loan",-26.50
2022-07-28,"Transaction 8999",Groceries,-36.40
2022-08-31,"Transaction 9000","Dental Care",-13.54
2022-08-15,"Transaction 9001",Income,903.02
2023-12-01,"Transaction 9002","Auto Loan",-23.15
2022-06-12,"Transaction 9003","Auto Loan",-30.68
2023-07-31,"Transaction 9004",Groceries,-18.13
2023-06-10,"Transaction 9005","Cable TV",-47.20
2023-11-02,"Transaction 9006","Dental Care",-49.11
2022-09-22,"Transaction 9007","Coffee Shops",-14.27
2023-06-11,"Transaction 9008","Coffee Shops",-38.28
2022-03-17,"Transaction 9009",Groceries,-47.13
2023-06-13,"Transaction 9010","Dental Care",-21.26
2022-12-20,"Transaction 9011",Groceries,-14.39
2023-05-21,"Transaction 9012","Auto Loan",-34.05
2023-03-15,"Transaction 9013",Entertainment,-12.11
2022-07-09,"Transaction 9014","Auto Loan",-29.37
2022-03-05,"Transaction 9015",Entertainment,-23.37
2022-01-19,"Transaction 9016","Cable TV",-29.74
2022-11-09,"Transaction 9017","Auto Loan",-43.57
2022-09-22,"Transaction 9018","Coffee Shops",-16.16
2022-08-08,"Transaction 9019",Groceries,-18.26
2022-06-09,"Transaction 9020","Coffee Shops",-23.90
2022-08-15,"Transaction 9021",Entertainment,-40.38
2023-10-29,"Transaction 9022","Dental Care",-10.63
2023-05-20,"Transaction 9023","Coffee Shops",-21.78
2024-01-11,"Transaction 9024","Cable TV",-18.67
2023-08-22,"Transaction 9025","Cable TV",-32.64
2022-09-13,"Transaction 9026",Daycare,-21.59
2022-11-27,"Transaction 9027",Income,895.97
2022-06-22,"Transaction 9028","Coffee Shops",-34.60
2023-03-31,"Transaction 9029","Auto Loan",-32.82
2024-02-09,"Transaction 9030",Entertainment,-36.26
2022-10-18,"Transaction 9031","Coffee Shops",-34.67
2022-05-09,"Transaction 9032","Dental Care",-39.15
2022-05-26,"Transaction 9033","Auto Loan",-37.50
2023-04-14,"Transaction 9034","Cable TV",-44.77
2022-11-29,"Transaction 9035",Entertainment,-41.45
2022-01-14,"Transaction 9036",Entertainment,-11.58
2023-06-03,"Transaction 9037",Groceries,-18.67
2023-07-09,"Transaction 9038","Coffee Shops",-32.58
2022-06-08,"Transaction 9039",Income,989.11
2023-06-05,"Transaction 9040",Income,553.02
2023-10-11,"Transaction 9041","Coffee Shops",-27.70
2023-04-11,"Transaction 9042","Dental Care",-11.75
2022-09-02,"Transaction 9043",Daycare,-15.61
2023-03-11,"Transaction 9044",Daycare,-45.82
2022-02-01,"Transaction 9045","Dental Care",-36.15
2023-11-25,"Transaction 9046",Income,802.92
2023-04-25,"Transaction 9047","Auto Loan",-23.82
2023-05-07,"Transaction 9048","Coffee Shops",-50.00
2023-08-09,"Transaction 9049",Groceries,-29.82
2022-04-23,"Transaction 9050",Groceries,-19.91
2022-11-24,"Transaction 9051","Cable TV",-42.55
2022-03-03,"Transaction 9052","Coffee Shops",-19.88
2023-04-14,"Transaction 9053",Entertainment,-41.80
2022-09-10,"Transaction 9054","Auto Loan",-12.64
2022-05-13,"Transaction 9055",Groceries,-18.50
2022-12-08,"Transaction 9056","Coffee Shops",-15.00
2022-05-04,"Transaction 9057",Groceries,-46.23
2023-09-10,"Transaction 9058","Dental Care",-26.45
2022-02-09,"Transaction 9059","Dental Care",-39.56
2023-02-26,"Transaction 9060","Dental Care",-41.63
2023-03-27,"Transaction 9061","Auto Loan",-37.59
2023-10-04,"Transaction 9062",Daycare,-28.75
2023-02-24,"Transaction 9063","Dental Care",-28.14
2022-11-19,"Transaction 9064","Dental Care",-37.75
2022-01-30,"Transaction 9065","Coffee Shops",-49.94
2023-12-04,"Transaction 9066","Auto Loan",-37.46
2024-02-21,"Transaction 9067",Daycare,-44.76
2022-09-03,"Transaction 9068","Coffee Shops",-31.02
2022-08-25,"Transaction 9069",Groceries,-13.03
2023-05-31,"Transaction 9070",Income,877.70
2023-08-28,"Transaction 9071",Entertainment,-17.84
2023-10-24,"Transaction 9072",Entertainment,-18.59
2022-01-08,"Transaction 9073",Groceries,-42.20
2023-06-01,"Transaction 9074",Entertainment,-35.55
2022-05-12,"Transaction 9075","Dental Care",-20.13
2022-10-05,"Transaction 9076",Entertainment,-15.53
2023-12-25,"Transaction 9077",Income,472.69
2022-09-02,"Transaction 9078",Income,902.74
2023-02-26,"Transaction 9079","Coffee Shops",-35.52
2022-04-24,"Transaction 9080",Daycare,-45.03
2023-05-06,"Transaction 9081",Groceries,-45.09
2023-08-22,"Transaction 9082",Entertainment,-22.05
2022-01-21,"Transaction 9083","Dental Care",-20.40
2022-01-26,"Transaction 9084","Cable TV",-34.14
2022-10-29,"Transaction 9085",Entertainment,-44.94
2022-07-26,"Transaction 9086",Income,377.20
2022-05-12,"Transaction 9087","Auto Loan",-41.41
2022-08-07,"Transaction 9088","Auto Loan",-42.78
2023-10-25,"Transaction 9089","Auto Loan",-44.50
2023-06-28,"Transaction 9090",Daycare,-49.10
2022-09-06,"Transaction 9091","Cable TV",-35.00
2022-04-02,"Transaction 9092",Groceries,-43.80
2022-02-02,"Transaction 9093",Income,892.17
2022-09-25,"Transaction 9094","Dental Care",-25.00
2022-06-26,"Transaction 9095","Auto Loan",-40.89
2022-04-05,"Transaction 9096",Entertainment,-37.52
2023-09-28,"Transaction 9097","Coffee Shops",-13.45
2022-02-27,"Transaction 9098","Cable TV",-40.93
2022-02-18,"Transaction 9099","Auto Loan",-24.81
2022-06-24,"Transaction 9100",Groceries,-33.54
2023-06-09,"Transaction 9101",Income,658.24
2023-05-06,"Transaction 9102","Dental Care",-20.68
2022-03-10,"Transaction 9103","Auto Loan",-47.75
2023-08-19,"Transaction 9104","Dental Care",-12.86
2023-07-09,"Transaction 9105","Cable TV",-13.88
2022-11-20,"Transaction 9106",Groceries,-39.16
2022-11-22,"Transaction 9107","Cable TV",-16.20
2022-09-27,"Transaction 9108","Dental Care",-38.25
2023-04-08,"Transaction 9109",Groceries,-20.63
2022-06-19,"Transaction 9110","Coffee Shops",-13.92
2023-01-17,"Transaction 9111","Auto Loan",-36.06
2023-01-26,"Transaction 9112","Dental Care",-37.95
2022-12-05,"Transaction 9113","Coffee Shops",-47.58
2023-10-19,"Transaction 9114","Auto Loan",-31.01
2022-01-15,"Transaction 9115",Entertainment,-26.78
2022-10-29,"Transaction 9116","Dental Care",-27.48
2023-11-01,"Transaction 9117","Auto Loan",-28.19
2023-06-22,"Transaction 9118","Dental Care",-42.27
2022-07-23,"Transaction 9119","Dental Care",-14.12
2023-05-04,"Transaction 9120",Entertainment,-19.47
2023-12-18,"Transaction 9121","Dental Care",-47.60
2023-11-04,"Transaction 9122","Auto Loan",-42.13
2023-05-09,"Transaction 9123","Cable TV",-27.17
2023-05-03,"Transaction 9124",Entertainment,-35.06
2022-10-13,"Transaction 9125",Daycare,-25.04
2023-04-26,"Transaction 9126",Groceries,-46.51
2022-06-19,"Transaction 9127",Entertainment,-25.43
2023-12-30,"Transaction 9128","Auto Loan",-20.45
2023-08-24,"Transaction 9129",Income,514.10
2023-06-29,"Transaction 9130","Coffee Shops",-11.52
2023-03-22,"Transaction 9131",Daycare,-36.54
2022-11-21,"Transaction 9132","Dental Care",-43.95
2022-07-14,"Transaction 9133","Dental Care",-36.65
2022-02-10,"Transaction 9134","Cable TV",-23.58
2023-12-21,"Transaction 9135",Daycare,-24.15
2023-04-23,"Transaction 9136",Groceries,-28.87
2023-12-17,"Transaction 9137",Income,463.33
2022-08-02,"Transaction 9138","Cable TV",-35.28
2023-05-13,"Transaction 9139",Income,754.17
2023-03-26,"Transaction 9140","Auto Loan",-14.95
2023-09-15,"Transaction 9141",Daycare,-35.31
2022-06-02,"Transaction 9142",Groceries,-48.55
2023-04-05,"Transaction 9143","Coffee Shops",-22.68
2022-05-12,"Transaction 9144","Coffee Shops",-49.33
2023-01-13,"Transaction 9145","Coffee Shops",-20.24
2023-02-17,"Transaction 9146",Groceries,-16.80
2022-06-21,"Transaction 9147",Income,960.23
2023-03-05,"Transaction 9148","Auto Loan",-26.52
2022-07-03,"Transaction 9149","Cable TV",-48.85
2023-07-15,"Transaction 9150",Entertainment,-20.86
2022-04-26,"Transaction 9151","Coffee Shops",-42.72
2024-01-24,"Transaction 9152",Daycare,-10.81
2023-01-21,"Transaction 9153","Coffee Shops",-29.80
2022-08-18,"Transaction 9154","Cable TV",-14.46
2023-05-24,"Transaction 9155",Entertainment,-35.37
2022-06-19,"Transaction 9156","Auto Loan",-45.74
2023-04-17,"Transaction 9157","Cable TV",-13.59
2022-11-19,"Transaction 9158","Auto Loan",-16.93
2022-07-12,"Transaction 9159","Coffee Shops",-17.93
2023-07-22,"Transaction 9160",Daycare,-22.69
2022-05-13,"Transaction 9161",Income,339.45
2023-03-06,"Transaction 9162","Dental Care",-24.59
2022-12-05,"Transaction 9163","Dental Care",-30.54
2022-09-18,"Transaction 9164","Coffee Shops",-42.45
2023-02-25,"Transaction 9165","Auto Loan",-30.36
2023-04-08,"Transaction 9166",Groceries,-28.62
2023-09-01,"Transaction 9167","Coffee Shops",-19.85
2022-07-22,"Transaction 9168",Groceries,-18.03
2023-08-26,"Transaction 9169",Daycare,-42.70
2022-01-17,"Transaction 9170",Daycare,-25.93
2022-08-30,"Transaction 9171",Daycare,-34.85
2022-07-22,"Transaction 9172","Auto Loan",-43.96
2022-01-20,"Transaction 9173","Dental Care",-25.45
2022-11-19,"Transaction 9174",Entertainment,-41.54
2023-06-17,"Transaction 9175","Coffee Shops",-33.46
2022-07-11,"Transaction 9176",Daycare,-38.67
2022-08-06,"Transaction 9177","Cable TV",-40.24
2023-05-08,"Transaction 9178","Dental Care",-46.06
2023-11-09,"Transaction 9179",Income,594.28
2023-04-16,"Transaction 9180",Income,749.58
2023-09-12,"Transaction 9181","Dental Care",-48.05
2022-09-09,"Transaction 9182","Coffee Shops",-23.83
2022-01-15,"Transaction 9183",Daycare,-34.04
2022-02-01,"Transaction 9184","Dental Care",-43.85
2023-02-13,"Transaction 9185","Coffee Shops",-26.68
2022-04-07,"Transaction 9186",Income,676.42
2022-02-28,"Transaction 9187",Groceries,-38.94
2023-05-12,"Transaction 9188","Dental Care",-15.05
2023-11-24,"Transaction 9189",Daycare,-25.90
2023-06-05,"Transaction 9190","Coffee Shops",-27.23
2023-03-11,"Transaction 9191",Daycare,-38.78
2023-09-18,"Transaction 9192",Entertainment,-18.23
2023-02-19,"Transaction 9193",Daycare,-44.64
2022-06-08,"Transaction 9194",Entertainment,-36.25
2023-10-23,"Transaction 9195",Daycare,-25.01
2022-07-14,"Transaction 9196",Groceries,-21.03
2023-11-04,"Transaction 9197",Daycare,-42.09
2023-08-13,"Transaction 9198",Daycare,-13.42
2022-10-14,"Transaction 9199","Coffee Shops",-43.98
2022-11-08,"Transaction 9200",Income,522.84
2023-04-20,"Transaction 9201","Cable TV",-30.61
2022-04-11,"Transaction 9202",Daycare,-24.26
2022-03-25,"Transaction 9203","Coffee Shops",-38.77
2023-09-28,"Transaction 9204",Entertainment,-35.57
2023-09-28,"Transaction 9205","Cable TV",-33.13
2022-11-06,"Transaction 9206","Cable TV",-11.31
2022-12-11,"Transaction 9207",Income,959.78
2023-06-30,"Transaction 9208","Auto Loan",-35.77
2023-08-08,"Transaction 9209",Groceries,-19.42
2022-11-14,"Transaction 9210","Coffee Shops",-49.23
2022-05-21,"Transaction 9211","Coffee Shops",-48.89
2023-05-04,"Transaction 9212",Income,732.49
2022-01-01,"Transaction 9213","Cable TV",-46.21
2023-06-05,"Transaction 9214",Entertainment,-35.11
2023-06-11,"Transaction 9215","Auto Loan",-47.04
2024-02-27,"Transaction 9216",Income,518.32
2023-09-10,"Transaction 9217",Daycare,-10.18
2023-02-21,"Transaction 9218","Cable TV",-34.52
2023-11-04,"Transaction 9219","Cable TV",-34.24
2023-09-21,"Transaction 9220","Cable TV",-11.92
2022-11-05,"Transaction 9221","Auto Loan",-17.83
2022-02-06,"Transaction 9222","Auto Loan",-24.85
2023-12-13,"Transaction 9223","Dental Care",-46.98
2022-07-14,"Transaction 9224","Auto Loan",-33.42
2023-12-23,"Transaction 9225",Entertainment,-12.66
2023-06-29,"Transaction 9226",Daycare,-29.40
2023-09-06,"Transaction 9227","Auto Loan",-15.67
2024-01-22,"Transaction 9228","Coffee Shops",-30.23
2022-02-14,"Transaction 9229","Auto Loan",-26.44
2022-10-06,"Transaction 9230","Cable TV",-17.91
2023-07-12,"Transaction 9231","Coffee Shops",-27.45
2023-05-01,"Transaction 9232","Coffee Shops",-19.71
2022-07-03,"Transaction 9233",Entertainment,-47.05
2022-03-15,"Transaction 9234",Daycare,-47.49
2024-01-05,"Transaction 9235",Entertainment,-26.48
2022-05-07,"Transaction 9236","Dental Care",-24.73
2024-01-05,"Transaction 9237","Dental Care",-40.86
2023-09-11,"Transaction 9238",Groceries,-45.05
2022-04-02,"Transaction 9239",Groceries,-38.82
2023-10-30,"Transaction 9240",Groceries,-33.92
2022-08-05,"Transaction 9241",Daycare,-30.70
2022-02-28,"Transaction 9242","Cable TV",-19.05
2023-06-18,"Transaction 9243",Groceries,-25.47
2023-11-09,"Transaction 9244",Groceries,-12.53
2023-01-02,"Transaction 9245",Groceries,-26.18
2023-02-23,"Transaction 9246",Entertainment,-25.99
2023-11-04,"Transaction 9247",Groceries,-24.69
2023-07-27,"Transaction 9248",Groceries,-35.41
2022-04-07,"Transaction 9249",Daycare,-22.35
2022-09-27,"Transaction 9250",Income,571.93
2023-07-04,"Transaction 9251","Coffee Shops",-14.16
2022-01-02,"Transaction 9252","Auto Loan",-28.20
2022-05-20,"Transaction 9253",Daycare,-41.12
2022-11-19,"Transaction 9254",Daycare,-16.95
2022-02-19,"Transaction 9255","Auto Loan",-31.10
2022-06-03,"Transaction 9256",Groceries,-48.79
2024-01-02,"Transaction 9257","Coffee Shops",-13.18
2022-12-01,"Transaction 9258","Cable TV",-18.78
2022-09-06,"Transaction 9259",Daycare,-12.83
2022-10-30,"Transaction 9260","Coffee Shops",-12.66
2022-08-16,"Transaction 9261","Auto Loan",-43.14
2023-04-16,"Transaction 9262","Coffee Shops",-23.74
2023-03-06,"Transaction 9263","Dental Care",-49.30
2022-11-26,"Transaction 9264",Groceries,-24.67
2022-06-01,"Transaction 9265",Income,699.14
2023-12-31,"Transaction 9266",Daycare,-45.01
2022-07-30,"Transaction 9267","Coffee Shops",-33.67
2022-10-16,"Transaction 9268",Income,261.02
2023-05-17,"Transaction 9269","Coffee Shops",-27.57
2023-10-08,"Transaction 9270","Dental Care",-28.56
2022-07-25,"Transaction 9271",Entertainment,-32.10
2023-12-16,"Transaction 9272","Coffee Shops",-44.39
2022-10-16,"Transaction 9273","Cable TV",-34.00
2023-02-12,"Transaction 9274","Coffee Shops",-45.39
2024-01-04,"Transaction 9275",Groceries,-14.66
2023-04-25,"Transaction 9276",Income,492.06
2022-02-14,"Transaction 9277",Entertainment,-26.82
2024-02-24,"Transaction 9278","Cable TV",-18.41
2023-06-29,"Transaction 9279",Daycare,-30.22
2023-06-21,"Transaction 9280",Daycare,-43.28
2022-10-18,"Transaction 9281","Dental Care",-42.48
2022-03-29,"Transaction 9282",Income,918.43
2022-04-04,"Transaction 9283","Coffee Shops",-27.24
2022-03-04,"Transaction 9284",Income,619.19
2023-11-29,"Transaction 9285",Income,275.13
2023-12-07,"Transaction 9286",Groceries,-24.44
2022-02-05,"Transaction 9287","Cable TV",-20.81
2022-09-20,"Transaction 9288",Entertainment,-19.84
2023-11-05,"Transaction 9289",Entertainment,-33.61
2022-09-29,"Transaction 9290",Entertainment,-15.75
2023-07-30,"Transaction 9291","Cable TV",-15.53
2023-11-28,"Transaction 9292","Coffee Shops",-32.46
2022-10-26,"Transaction 9293",Daycare,-19.86
2023-12-21,"Transaction 9294","Dental Care",-12.59
2023-02-28,"Transaction 9295","Auto Loan",-48.66
2023-01-10,"Transaction 9296",Groceries,-36.87
2022-06-07,"Transaction 9297","Dental Care",-15.30
2024-02-16,"Transaction 9298","Cable TV",-21.97
2022-05-09,"Transaction 9299","Coffee Shops",-10.25
2023-06-19,"Transaction 9300",Groceries,-32.51
2023-07-22,"Transaction 9301","Coffee Shops",-15.98
2023-06-25,"Transaction 9302",Entertainment,-19.06
2023-03-12,"Transaction 9303","Cable TV",-27.99
2022-10-14,"Transaction 9304",Groceries,-17.38
2024-01-31,"Transaction 9305",Groceries,-17.75
2022-05-15,"Transaction 9306",Entertainment,-18.01
2022-12-05,"Transaction 9307","Auto Loan",-40.13
